indicator,parentlocation,location,period,dim1,factvaluenumeric
Number of new HIV infections,Americas,Saint Kitts and Nevis,2000,,
Number of new HIV infections,Americas,Saint Lucia,2000,,
Number of new HIV infections,Americas,Saint Vincent and the Grenadines,2000,,
Number of new HIV infections,Western Pacific,Samoa,2000,,
Number of new HIV infections,Europe,San Marino,2000,,
Number of new HIV infections,Africa,Sao Tome and Principe,2000,,
Number of new HIV infections,Africa,Seychelles,2000,,
Number of new HIV infections,Western Pacific,Solomon Islands,2000,,
Number of new HIV infections,Eastern Mediterranean,Somalia,2000,,
Number of new HIV infections,Europe,Sweden,2000,,
Number of new HIV infections,Europe,Türkiye,2000,,
Number of new HIV infections,Western Pacific,Tonga,2000,,
Number of new HIV infections,Americas,Trinidad and Tobago,2000,,
Number of new HIV infections,Europe,Turkmenistan,2000,,
Number of new HIV infections,Western Pacific,Tuvalu,2000,,
Number of new HIV infections,Eastern Mediterranean,United Arab Emirates,2000,,
Number of new HIV infections,Europe,United Kingdom of Great Britain and Northern Ireland,2000,,
Number of new HIV infections,Americas,United States of America,2000,,
Number of new HIV infections,Europe,Uzbekistan,2000,,
Number of new HIV infections,Western Pacific,Vanuatu,2000,,
