indicator,parentlocation,location,period,dim1,factvaluenumeric
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Venezuela (Bolivarian Republic of),2021,,416
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Saudi Arabia,2021,,42
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,South Sudan,2021,,4204
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Belize,2021,,44
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Burundi,2021,,4484
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Sao Tome and Principe,2021,,45
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Burkina Faso,2021,,4591
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Djibouti,2021,,46
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Armenia,2021,,47
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Zimbabwe,2021,,47009
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Cambodia,2021,,472
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Kazakhstan,2021,,475
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Zambia,2021,,48249
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Bolivia (Plurinational State of),2021,,484
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Pakistan,2021,,495
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Oman,2021,,50
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Sudan,2021,,51
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Georgia,2021,,52
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Benin,2021,,5211
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Kenya,2021,,52407
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Azerbaijan,2021,,53
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Ecuador,2021,,552
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Bhutan,2021,,6
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Lebanon,2021,,6
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Cabo Verde,2021,,60
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Sierra Leone,2021,,6073
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Chad,2021,,6133
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Libya,2021,,62
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Niger,2021,,625
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Uzbekistan,2021,,660
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Lesotho,2021,,6848
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,United Republic of Tanzania,2021,,68933
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Rwanda,2021,,7194
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Gambia,2021,,739
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Philippines,2021,,81
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Guinea-Bissau,2021,,820
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Costa Rica,2021,,86
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Dominican Republic,2021,,877
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Suriname,2021,,88
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Uganda,2021,,88114
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Kuwait,2021,,9
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Eswatini,2021,,9116
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Albania,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Andorra,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Antigua and Barbuda,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Argentina,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Australia,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Austria,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Belarus,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Belgium,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Brazil,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Brunei Darussalam,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Bulgaria,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Canada,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Chile,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,China,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Colombia,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Cook Islands,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Croatia,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Cyprus,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Czechia,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Democratic People's Republic of Korea,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Denmark,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Dominica,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Estonia,2021,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Finland,2021,,
