indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Kazakhstan,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Kiribati,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Kuwait,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Latvia,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Lebanon,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Lithuania,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Luxembourg,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Maldives,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Malta,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Marshall Islands,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Mexico,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Micronesia (Federated States of),2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Monaco,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Mongolia,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Montenegro,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Namibia,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Nauru,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Netherlands (Kingdom of the),2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,New Zealand,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Niue,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,North Macedonia,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Norway,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Oman,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Palau,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Peru,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Poland,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Portugal,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Qatar,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Republic of Korea,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Russian Federation,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Saint Kitts and Nevis,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Saint Lucia,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Saint Vincent and the Grenadines,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Samoa,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,San Marino,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Sao Tome and Principe,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Saudi Arabia,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Serbia,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Africa,Seychelles,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Singapore,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Slovakia,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Slovenia,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Solomon Islands,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Spain,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Sri Lanka,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Sweden,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Switzerland,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Syrian Arab Republic,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Türkiye,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,South-East Asia,Timor-Leste,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Tonga,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,Trinidad and Tobago,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Turkmenistan,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Tuvalu,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,Ukraine,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,United Arab Emirates,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Europe,United Kingdom of Great Britain and Northern Ireland,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Americas,United States of America,2022,,
Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,Western Pacific,Vanuatu,2022,,
Estimated number of pregnant women living with HIV,Africa,Benin,2022,,100
Estimated number of pregnant women living with HIV,Europe,Tajikistan,2022,,100
Estimated number of pregnant women living with HIV,Africa,Eswatini,2022,,100
Estimated number of pregnant women living with HIV,Africa,Botswana,2022,,100
Estimated number of pregnant women living with HIV,Americas,Cuba,2022,,100
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Pakistan,2022,,11
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Yemen,2022,,14
Estimated number of pregnant women living with HIV,South-East Asia,Bangladesh,2022,,18
Estimated number of pregnant women living with HIV,Africa,Madagascar,2022,,19
Estimated number of pregnant women living with HIV,South-East Asia,Indonesia,2022,,19
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Djibouti,2022,,24
Estimated number of pregnant women living with HIV,Africa,Congo,2022,,24
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Afghanistan,2022,,24
Estimated number of pregnant women living with HIV,Africa,Algeria,2022,,27
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Egypt,2022,,30
Estimated number of pregnant women living with HIV,Africa,Mauritania,2022,,34
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Tunisia,2022,,34
Estimated number of pregnant women living with HIV,Africa,Mali,2022,,34
Estimated number of pregnant women living with HIV,Africa,Nigeria,2022,,34
Estimated number of pregnant women living with HIV,Africa,Niger,2022,,35
Estimated number of pregnant women living with HIV,Americas,Venezuela (Bolivarian Republic of),2022,,38
Estimated number of pregnant women living with HIV,Americas,Guatemala,2022,,38
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Iran (Islamic Republic of),2022,,40
Estimated number of pregnant women living with HIV,Western Pacific,Fiji,2022,,41
Estimated number of pregnant women living with HIV,Africa,Democratic Republic of the Congo,2022,,41
Estimated number of pregnant women living with HIV,South-East Asia,Myanmar,2022,,44
Estimated number of pregnant women living with HIV,Americas,Honduras,2022,,45
Estimated number of pregnant women living with HIV,Western Pacific,Papua New Guinea,2022,,51
Estimated number of pregnant women living with HIV,Western Pacific,Lao People's Democratic Republic,2022,,54
Estimated number of pregnant women living with HIV,Americas,Dominican Republic,2022,,55
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Somalia,2022,,56
Estimated number of pregnant women living with HIV,Africa,Guinea,2022,,57
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Morocco,2022,,57
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Sudan,2022,,6
Estimated number of pregnant women living with HIV,Western Pacific,Philippines,2022,,6
Estimated number of pregnant women living with HIV,Africa,Guinea-Bissau,2022,,60
Estimated number of pregnant women living with HIV,Europe,Azerbaijan,2022,,61
Estimated number of pregnant women living with HIV,Africa,Chad,2022,,64
Estimated number of pregnant women living with HIV,Africa,Gambia,2022,,65
Estimated number of pregnant women living with HIV,Americas,Paraguay,2022,,65
Estimated number of pregnant women living with HIV,Americas,Haiti,2022,,65
Estimated number of pregnant women living with HIV,Americas,Suriname,2022,,65
Estimated number of pregnant women living with HIV,Africa,South Sudan,2022,,66
Estimated number of pregnant women living with HIV,Americas,Uruguay,2022,,71
Estimated number of pregnant women living with HIV,Europe,Georgia,2022,,72
Estimated number of pregnant women living with HIV,Africa,Sierra Leone,2022,,73
Estimated number of pregnant women living with HIV,Western Pacific,Viet Nam,2022,,74
Estimated number of pregnant women living with HIV,Africa,Gabon,2022,,75
Estimated number of pregnant women living with HIV,Europe,Uzbekistan,2022,,75
Estimated number of pregnant women living with HIV,Africa,Burundi,2022,,76
Estimated number of pregnant women living with HIV,Americas,Panama,2022,,79
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Libya,2022,,79
Estimated number of pregnant women living with HIV,Africa,Angola,2022,,80
Estimated number of pregnant women living with HIV,Africa,Mauritius,2022,,80
Estimated number of pregnant women living with HIV,South-East Asia,Nepal,2022,,80
Estimated number of pregnant women living with HIV,Americas,El Salvador,2022,,80
Estimated number of pregnant women living with HIV,Americas,Guyana,2022,,81
Estimated number of pregnant women living with HIV,Africa,Togo,2022,,82
Estimated number of pregnant women living with HIV,Africa,Kenya,2022,,82
Estimated number of pregnant women living with HIV,Africa,Eritrea,2022,,83
Estimated number of pregnant women living with HIV,Africa,Burkina Faso,2022,,83
Estimated number of pregnant women living with HIV,Africa,Zimbabwe,2022,,84
Estimated number of pregnant women living with HIV,Americas,Belize,2022,,84
Estimated number of pregnant women living with HIV,Africa,Liberia,2022,,85
Estimated number of pregnant women living with HIV,Americas,Ecuador,2022,,85
Estimated number of pregnant women living with HIV,Western Pacific,Cambodia,2022,,85
Estimated number of pregnant women living with HIV,Europe,Armenia,2022,,85
Estimated number of pregnant women living with HIV,Americas,Bolivia (Plurinational State of),2022,,86
Estimated number of pregnant women living with HIV,Europe,Romania,2022,,87
Estimated number of pregnant women living with HIV,Africa,Ghana,2022,,88
Estimated number of pregnant women living with HIV,Americas,Jamaica,2022,,88
Estimated number of pregnant women living with HIV,Africa,Zambia,2022,,88
Estimated number of pregnant women living with HIV,Europe,Republic of Moldova,2022,,89
Estimated number of pregnant women living with HIV,Africa,Lesotho,2022,,90
Estimated number of pregnant women living with HIV,Africa,Mozambique,2022,,90
Estimated number of pregnant women living with HIV,Europe,Kyrgyzstan,2022,,90
Estimated number of pregnant women living with HIV,Africa,Cote d'Ivoire,2022,,91
Estimated number of pregnant women living with HIV,Africa,Malawi,2022,,91
Estimated number of pregnant women living with HIV,Africa,United Republic of Tanzania,2022,,94
Estimated number of pregnant women living with HIV,Americas,Nicaragua,2022,,95
Estimated number of pregnant women living with HIV,Africa,Ethiopia,2022,,95
Estimated number of pregnant women living with HIV,Africa,Cabo Verde,2022,,95
Estimated number of pregnant women living with HIV,Africa,Uganda,2022,,96
Estimated number of pregnant women living with HIV,Africa,South Africa,2022,,97
Estimated number of pregnant women living with HIV,South-East Asia,Thailand,2022,,97
Estimated number of pregnant women living with HIV,Africa,Senegal,2022,,99
Estimated number of pregnant women living with HIV,Western Pacific,Malaysia,2022,,99
Estimated number of pregnant women living with HIV,Africa,Rwanda,2022,,99
Estimated number of pregnant women living with HIV,Europe,Albania,2022,,
Estimated number of pregnant women living with HIV,Europe,Andorra,2022,,
Estimated number of pregnant women living with HIV,Americas,Antigua and Barbuda,2022,,
Estimated number of pregnant women living with HIV,Americas,Argentina,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Australia,2022,,
Estimated number of pregnant women living with HIV,Europe,Austria,2022,,
Estimated number of pregnant women living with HIV,Americas,Bahamas,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Bahrain,2022,,
Estimated number of pregnant women living with HIV,Americas,Barbados,2022,,
Estimated number of pregnant women living with HIV,Europe,Belarus,2022,,
Estimated number of pregnant women living with HIV,Europe,Belgium,2022,,
Estimated number of pregnant women living with HIV,South-East Asia,Bhutan,2022,,
Estimated number of pregnant women living with HIV,Europe,Bosnia and Herzegovina,2022,,
Estimated number of pregnant women living with HIV,Americas,Brazil,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Brunei Darussalam,2022,,
Estimated number of pregnant women living with HIV,Europe,Bulgaria,2022,,
Estimated number of pregnant women living with HIV,Africa,Cameroon,2022,,
Estimated number of pregnant women living with HIV,Americas,Canada,2022,,
Estimated number of pregnant women living with HIV,Africa,Central African Republic,2022,,
Estimated number of pregnant women living with HIV,Americas,Chile,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,China,2022,,
Estimated number of pregnant women living with HIV,Americas,Colombia,2022,,
Estimated number of pregnant women living with HIV,Africa,Comoros,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Cook Islands,2022,,
Estimated number of pregnant women living with HIV,Americas,Costa Rica,2022,,
Estimated number of pregnant women living with HIV,Europe,Croatia,2022,,
Estimated number of pregnant women living with HIV,Europe,Cyprus,2022,,
Estimated number of pregnant women living with HIV,Europe,Czechia,2022,,
Estimated number of pregnant women living with HIV,South-East Asia,Democratic People's Republic of Korea,2022,,
Estimated number of pregnant women living with HIV,Europe,Denmark,2022,,
Estimated number of pregnant women living with HIV,Americas,Dominica,2022,,
Estimated number of pregnant women living with HIV,Africa,Equatorial Guinea,2022,,
Estimated number of pregnant women living with HIV,Europe,Estonia,2022,,
Estimated number of pregnant women living with HIV,Europe,Finland,2022,,
Estimated number of pregnant women living with HIV,Europe,France,2022,,
Estimated number of pregnant women living with HIV,Europe,Germany,2022,,
Estimated number of pregnant women living with HIV,Europe,Greece,2022,,
Estimated number of pregnant women living with HIV,Americas,Grenada,2022,,
Estimated number of pregnant women living with HIV,Europe,Hungary,2022,,
Estimated number of pregnant women living with HIV,Europe,Iceland,2022,,
Estimated number of pregnant women living with HIV,South-East Asia,India,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Iraq,2022,,
Estimated number of pregnant women living with HIV,Europe,Ireland,2022,,
Estimated number of pregnant women living with HIV,Europe,Israel,2022,,
Estimated number of pregnant women living with HIV,Europe,Italy,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Japan,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Jordan,2022,,
Estimated number of pregnant women living with HIV,Europe,Kazakhstan,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Kiribati,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Kuwait,2022,,
Estimated number of pregnant women living with HIV,Europe,Latvia,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Lebanon,2022,,
Estimated number of pregnant women living with HIV,Europe,Lithuania,2022,,
Estimated number of pregnant women living with HIV,Europe,Luxembourg,2022,,
Estimated number of pregnant women living with HIV,South-East Asia,Maldives,2022,,
Estimated number of pregnant women living with HIV,Europe,Malta,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Marshall Islands,2022,,
Estimated number of pregnant women living with HIV,Americas,Mexico,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Micronesia (Federated States of),2022,,
Estimated number of pregnant women living with HIV,Europe,Monaco,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Mongolia,2022,,
Estimated number of pregnant women living with HIV,Europe,Montenegro,2022,,
Estimated number of pregnant women living with HIV,Africa,Namibia,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Nauru,2022,,
Estimated number of pregnant women living with HIV,Europe,Netherlands (Kingdom of the),2022,,
Estimated number of pregnant women living with HIV,Western Pacific,New Zealand,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Niue,2022,,
Estimated number of pregnant women living with HIV,Europe,North Macedonia,2022,,
Estimated number of pregnant women living with HIV,Europe,Norway,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Oman,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Palau,2022,,
Estimated number of pregnant women living with HIV,Americas,Peru,2022,,
Estimated number of pregnant women living with HIV,Europe,Poland,2022,,
Estimated number of pregnant women living with HIV,Europe,Portugal,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Qatar,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Republic of Korea,2022,,
Estimated number of pregnant women living with HIV,Europe,Russian Federation,2022,,
Estimated number of pregnant women living with HIV,Americas,Saint Kitts and Nevis,2022,,
Estimated number of pregnant women living with HIV,Americas,Saint Lucia,2022,,
Estimated number of pregnant women living with HIV,Americas,Saint Vincent and the Grenadines,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Samoa,2022,,
Estimated number of pregnant women living with HIV,Europe,San Marino,2022,,
Estimated number of pregnant women living with HIV,Africa,Sao Tome and Principe,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Saudi Arabia,2022,,
Estimated number of pregnant women living with HIV,Europe,Serbia,2022,,
Estimated number of pregnant women living with HIV,Africa,Seychelles,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Singapore,2022,,
Estimated number of pregnant women living with HIV,Europe,Slovakia,2022,,
Estimated number of pregnant women living with HIV,Europe,Slovenia,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Solomon Islands,2022,,
Estimated number of pregnant women living with HIV,Europe,Spain,2022,,
Estimated number of pregnant women living with HIV,South-East Asia,Sri Lanka,2022,,
Estimated number of pregnant women living with HIV,Europe,Sweden,2022,,
Estimated number of pregnant women living with HIV,Europe,Switzerland,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,Syrian Arab Republic,2022,,
Estimated number of pregnant women living with HIV,Europe,Türkiye,2022,,
Estimated number of pregnant women living with HIV,South-East Asia,Timor-Leste,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Tonga,2022,,
Estimated number of pregnant women living with HIV,Americas,Trinidad and Tobago,2022,,
Estimated number of pregnant women living with HIV,Europe,Turkmenistan,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Tuvalu,2022,,
Estimated number of pregnant women living with HIV,Europe,Ukraine,2022,,
Estimated number of pregnant women living with HIV,Eastern Mediterranean,United Arab Emirates,2022,,
Estimated number of pregnant women living with HIV,Europe,United Kingdom of Great Britain and Northern Ireland,2022,,
Estimated number of pregnant women living with HIV,Americas,United States of America,2022,,
Estimated number of pregnant women living with HIV,Western Pacific,Vanuatu,2022,,
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Bahrain,2021,,0
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Bosnia and Herzegovina,2021,,0
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Iraq,2021,,0
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Jordan,2021,,0
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Maldives,2021,,0
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,United Arab Emirates,2021,,0
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Syrian Arab Republic,2021,,1
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Myanmar,2021,,1016
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Botswana,2021,,10237
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Peru,2021,,1047
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Somalia,2021,,110
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Mozambique,2021,,112652
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Democratic Republic of the Congo,2021,,11331
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Nicaragua,2021,,115
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Papua New Guinea,2021,,1183
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,El Salvador,2021,,121
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Trinidad and Tobago,2021,,123
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Lao People's Democratic Republic,2021,,125
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Equatorial Guinea,2021,,1260
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Timor-Leste,2021,,13
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Cote d'Ivoire,2021,,13395
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Namibia,2021,,13433
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Senegal,2021,,1350
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Honduras,2021,,138
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Ethiopia,2021,,13902
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Singapore,2021,,14
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Egypt,2021,,141
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Eritrea,2021,,150
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Indonesia,2021,,1520
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Ghana,2021,,15597
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Viet Nam,2021,,1566
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Congo,2021,,1568
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Iran (Islamic Republic of),2021,,159
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Barbados,2021,,16
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Sri Lanka,2021,,16
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Kyrgyzstan,2021,,162
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Gabon,2021,,1694
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Yemen,2021,,17
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Cameroon,2021,,17327
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Republic of Moldova,2021,,174
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Nepal,2021,,175
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Cuba,2021,,179
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Mauritania,2021,,18
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Liberia,2021,,1856
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Angola,2021,,18693
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Algeria,2021,,188
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Guyana,2021,,195
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Panama,2021,,197
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Qatar,2021,,2
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Malaysia,2021,,206
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Ukraine,2021,,2124
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Europe,Tajikistan,2021,,216
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Morocco,2021,,218
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Paraguay,2021,,219
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Mali,2021,,2247
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Guatemala,2021,,264
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,South Africa,2021,,277544
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Bahamas,2021,,28
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Thailand,2021,,2972
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Fiji,2021,,31
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Tunisia,2021,,33
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Nigeria,2021,,34600
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Guinea,2021,,3536
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Togo,2021,,3568
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Malawi,2021,,36788
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Jamaica,2021,,379
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Eastern Mediterranean,Afghanistan,2021,,38
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,South-East Asia,Bangladesh,2021,,38
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Madagascar,2021,,380
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Central African Republic,2021,,3959
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Africa,Comoros,2021,,4
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Western Pacific,Mongolia,2021,,4
Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,Americas,Haiti,2021,,4020
